,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1,INSTNM,CITY,STABBR,PREDDEG,CONTROL,LOCALE,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,NPT4_PUB,NPT4_PRIV,PCTPELL,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25abv,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP,C200_L4_POOLED_SUPP,md_earn_wne_p10,gt_25k_p6
305,344,34,4048,4048,St Mary's University,San Antonio,TX,3,2,11.0,520.0,530.0,498.0,23.0,22.0,23.0,,1050.0,0.0,2390.0,0.141,0.0351,0.7247,0.0264,0.0021,0.0021,0.0,0.0414,0.0272,0.0448,,18791.0,0.5144,0.7277,,,,0.682,0.0794,26685,296.2582043,0.783505155,0.558819407,,46300,0.672760487
100,244,28,4385,4385,Fred W Eberle Technical Center,Buckhannon,WV,1,1,33.0,,,,,,,,,0.0,120.0,0.9833,0.0167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2417,6429.0,,0.9539,,0.4918,,0.1481,0.0,0.5917,,,,,0.965127907,31400,0.535714269
192,159,331,1921,1921,University of Massachusetts-Dartmouth,North Dartmouth,MA,3,1,22.0,520.0,540.0,510.0,23.0,,,,1061.0,0.0,7202.0,0.6862,0.1165,0.0712,0.0328,0.0022,0.0004,0.0365,0.0107,0.0435,0.1209,17092.0,,0.3799,0.7609,,0.4667,,0.7170000000000001,0.14400000000000002,25921,287.7762381,0.81547619,0.494293695,,44800,0.69057548
289,413,121,7440,7440,Marian Health Careers Center-Van Nuys Campus,Van Nuys,CA,1,3,11.0,,,,,,,,,0.0,94.0,0.117,0.0851,0.3617,0.3617,0.0106,0.0426,0.0213,0.0,0.0,0.0,,23766.0,0.5786,,0.5455,,,0.6786,0.5745,15680,174.080144,0.847161572,,0.27471978,47500,0.767567575
218,405,359,7130,7130,The Chicago School of Professional Psychology at Washington DC,Washington,DC,4,2,11.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,PrivacySuppressed,,,PrivacySuppressed,PrivacySuppressed
213,4,237,410,410,ITT Technical Institute-Orange,Orange,CA,2,3,12.0,,,,,,,,,0.0,823.0,0.2868,0.0571,0.4921,0.1021,0.0073,0.0073,0.0292,0.0,0.0182,0.2066,,22434.0,0.7235,,,,,0.8164,0.6779999999999999,25833.5,286.8048087,0.394119686,0.349479612,,38400,0.591855824
103,89,272,1362,1362,ITT Technical Institute-Fort Wayne,Fort Wayne,IN,2,3,11.0,,,,,,,,,0.0,283.0,0.7879999999999999,0.1095,0.0565,0.0106,0.0,0.0,0.0212,0.0,0.0141,0.3074,,22119.0,0.6822,,,,,0.8424,0.682,25833.5,286.8048087,0.394119686,0.340293194,,38400,0.591855824
171,364,520,1565,1565,PJ's College of Cosmetology- Indianapolis,Indianapolis,IN,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,111.0205,0.303691275,,,18200,0.179104477
98,394,191,6333,6333,Broken Arrow Beauty College-Tulsa,Tulsa,OK,1,3,11.0,,,,,,,,,0.0,88.0,0.6477,0.1023,0.0568,0.0455,0.0341,0.0114,0.1023,0.0,0.0,0.1591,,13870.0,0.7763,,0.84,,1.0,0.9145,0.3523,9833,109.1664577,0.548717949,,0.813986047,16600,0.193333328
36,7,192,7069,7069,Paul Mitchell the School-Phoenix,Phoenix,AZ,1,3,11.0,,,,,,,,,0.0,187.0,0.5294,0.0481,0.4064,0.0053,0.0,0.0053,0.0,0.0,0.0053,0.262,,17496.0,0.4461,,0.8,,0.7778,0.5985,0.2995,15751.5,174.8739406,PrivacySuppressed,,0.738754054,,
215,376,189,5028,5028,Westech College,Fontana,CA,1,3,21.0,,,,,,,,,0.0,484.0,0.18600000000000005,0.219,0.4731,0.0103,0.0083,0.0041,0.0124,0.0,0.0868,0.1942,,14130.0,0.8466,,0.8169,,0.5714,0.8995,0.4566,9449,104.9032705,0.234453181,,0.868243302,26200,0.368821293
61,83,108,5908,5908,The Art Institute of California-Argosy University Orange County,Santa Ana,CA,3,3,11.0,,,,,,,,,0.0,1761.0,0.1454,0.0176,0.3685,0.071,0.0017,0.0074,0.0256,0.0,0.3629,0.46,,25338.0,0.6271,0.5575,,0.3148,,0.8344,0.3481,14323,159.0146622,0.370393247,0.364837051,,38200,0.698424041
150,129,277,3032,3032,Lake Region State College,Devils Lake,ND,2,1,33.0,,,,,,,,,0.0,661.0,0.7519,0.0605,0.0318,0.0045,0.0499,0.0015,0.0318,0.053,0.0151,0.2965,8325.0,,0.1641,,0.522,,0.4545,0.2072,0.1939,8650,96.0327325,0.768916155,,0.510678899,34800,0.616822422
47,298,8,6695,6695,International Professional School of Bodywork,San Diego,CA,1,3,11.0,,,,,,,,,0.0,165.0,0.5333,0.0545,0.1455,0.0242,0.0242,0.0,0.1212,0.0,0.097,0.7636,,,0.5064,,,,0.5,0.7124,0.7907,23500,260.898175,0.626373626,,PrivacySuppressed,,
250,279,32,4383,4383,Shepherd University,Shepherdstown,WV,3,1,31.0,510.0,495.0,,22.0,23.0,20.0,,1007.0,0.0,3695.0,0.8273,0.0842,0.0263,0.0195,0.0046,0.0014,0.0019,0.0035,0.0314,0.1101,9824.0,,0.329,0.6841,,0.2222,,0.5561,0.2353,23149,257.0013555,0.753846154,0.406839739,,38500,0.620039701
278,339,511,7510,7510,Eternity Cosmetology School,West Palm Beach,FL,1,3,21.0,,,,,,,,,0.0,205.0,0.0098,0.0195,0.9317,0.0098,0.0,0.0,0.0,0.0293,0.0,0.7805,,11557.0,0.6921,,0.7667,,0.5714,0.3742,0.8244,9500,105.469475,,,,,
11,5,248,6857,6857,Strayer University-Cincinnati Campus,Cincinnati,OH,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39499.5,438.525424,0.444774917,,,,
332,106,188,6059,6059,Baptist University of the Americas,San Antonio,TX,3,2,11.0,,,,,,,,,0.0,189.0,0.0794,0.0265,0.6825,0.0053,0.0,0.0,0.0,0.2063,0.0,0.2593,,8938.0,0.398,0.619,,1.0,,0.0,0.381,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.333316667,,PrivacySuppressed,PrivacySuppressed
200,221,224,7044,7044,Strayer University-Mississippi,Jackson,MS,3,3,12.0,,,,,,,,,0.0,156.0,0.0705,0.8526,0.0,0.0064,0.0064,0.0,0.0064,0.0,0.0577,0.8909999999999999,,,0.8479,,,0.0,,0.9355,0.8526,39499.5,438.525424,0.444774917,,,51700,0.722576857
300,417,270,693,693,Naropa University,Boulder,CO,3,2,13.0,,,,,,,,,0.0,380.0,0.6526,0.0132,0.0816,0.0132,0.0026,0.0,0.0842,0.0289,0.1237,0.0632,,25942.0,0.4726,0.5833,,0.3333,,0.5821,0.3577,25000,277.55125,0.854700855,0.347828696,,18600,0.32432431
27,63,45,5544,5544,American College of Traditional Chinese Medicine,San Francisco,CA,4,2,11.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,PrivacySuppressed,PrivacySuppressed
319,130,497,3827,3827,Fisk University,Nashville,TN,3,2,11.0,425.0,435.0,425.0,18.0,17.0,17.0,,854.0,0.0,611.0,0.0082,0.8707,0.0131,0.0082,0.0,0.0,0.0147,0.0,0.0851,0.036000000000000004,,20875.0,0.6206,0.7014,,0.0,,0.7098,0.0245,27500,305.306375,0.630177515,0.530791706,,33800,0.397435904
230,27,56,6697,6697,Paul Mitchell the School-Pasadena,Alhambra,CA,1,3,21.0,,,,,,,,,0.0,174.0,0.1782,0.0747,0.6092,0.0862,0.0,0.0057,0.0172,0.0,0.0287,0.3103,,15051.0,0.441,,0.8125,,0.7143,0.5556,0.3506,14556,161.6014398,0.615384615,,0.5468625,,
233,260,206,5838,5838,Star Career Academy-Newark,Newark,NJ,1,3,11.0,,,,,,,,,0.0,497.0,0.0302,0.6579,0.2555,0.002,0.008,0.002,0.006,0.0,0.0382,0.5815,,17819.0,0.6513,,0.8016,,0.6531,0.6237,0.5412,9905,109.9658053,0.401623687,,0.52198907,31700,0.508403361
4,289,288,4886,4886,ITT Technical Institute-Lake Mary,Lake Mary,FL,2,3,21.0,,,,,,,,,0.0,269.0,0.5316,0.223,0.1636,0.0223,0.0074,0.0,0.0149,0.0,0.0372,0.3197,,23072.0,0.6796,,,,,0.8343,0.8401,25833.5,286.8048087,0.394119686,0.35041453,,38400,0.591855824
122,144,36,5221,5221,ITT Technical Institute-Fort Lauderdale,Fort Lauderdale,FL,2,3,21.0,,,,,,,,,0.0,531.0,0.177,0.4576,0.2467,0.0188,0.0019,0.0019,0.0301,0.0,0.0659,0.2731,,23219.0,0.7473,1.0,,,,0.8127,0.7684,25833.5,286.8048087,0.394119686,0.390357219,,38400,0.591855824
32,323,303,5960,5960,Pima Medical Institute-Albuquerque West,Albuquerque,NM,1,3,11.0,,,,,,,,,0.0,103.0,0.301,0.0291,0.534,0.0097,0.1068,0.0,0.0194,0.0,0.0,0.0,,18008.0,0.755,,0.7556,,,0.8609,0.534,8708,96.6766514,0.411764706,,0.716236486,,PrivacySuppressed
315,343,205,1183,1183,Illinois Valley Community College,Oglesby,IL,1,1,41.0,,,,,,,,,0.0,2981.0,0.8309,0.0171,0.1134,0.0084,0.001,0.0,0.0081,0.0,0.0211,0.5176,6681.0,,0.354,,0.6291,,0.4677,0.0966,0.315,10000,111.0205,0.668582375,,0.386445618,28600,0.490297556
162,117,245,598,598,Solano Community College,Fairfield,CA,2,1,22.0,,,,,,,,,0.0,8341.0,0.3338,0.1512,0.2404,0.1408,0.0031,0.0091,0.0803,0.0032,0.0381,0.6219,7255.0,,0.2519,,0.7024,,0.4335,0.0367,0.3905,11747,130.4157814,0.353433836,,0.327703797,34100,0.465048552
258,410,330,751,751,Ridley-Lowell Business & Technical Institute-New London,New London,CT,1,3,13.0,,,,,,,,,0.0,295.0,0.5458,0.2136,0.2203,0.0,0.0,0.0,0.0203,0.0,0.0,0.0,,21068.0,0.2996,,0.8095,,,0.7287,0.6237,10640,118.125812,0.515064562,,0.501935409,26800,0.396039605
287,166,408,2221,2221,Baptist Bible College,Springfield,MO,3,2,12.0,,,,,,,,,0.0,305.0,0.8689,0.023,0.059,0.0066,0.0131,0.0,0.0262,0.0,0.0033,0.1213,,13689.0,0.4984,0.6471,,1.0,,0.5794,0.1934,19950,221.4858975,0.837370242,0.321301805,,29500,0.387931049
242,64,500,4372,4372,Meredith Manor International Equestrian Center,Waverly,WV,1,3,42.0,,,,,,,,,0.0,121.0,0.9504,0.0,0.0,0.0,0.0,0.0,0.0083,0.0413,0.0,0.0,,26902.0,0.4463,,0.8636,,,0.5207,0.1322,9500,105.469475,0.711711712,,0.836345455,18700,PrivacySuppressed
138,354,345,652,652,Adams State University,Alamosa,CO,3,1,33.0,487.0,500.0,485.0,20.0,19.0,20.0,,939.0,0.0,2227.0,0.5123,0.0768,0.3026,0.0112,0.0153,0.0063,0.04,0.0,0.0355,0.1612,14676.0,,0.5029,0.5592,,0.3125,,0.629,0.2106,PrivacySuppressed,PrivacySuppressed,0.626040878,0.21733659,,33200,0.482023954
62,177,183,506,506,North-West College-Pomona,Pomona,CA,1,3,21.0,,,,,,,,,0.0,280.0,0.0786,0.0857,0.7321,0.0321,0.0,0.0,0.0,0.0,0.0714,0.0,,20043.0,0.8522,,0.8,,,0.9251,0.3107,8023.5,89.07729818,0.596209913,,0.729363148,21700,0.516616285
135,146,139,565,565,San Joaquin General Hospital School of Radiation Technology,French Camp,CA,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8750,97.1429375,0.297468354,,,29400,0.406209141
128,342,80,6633,6633,Strayer University-Kentucky,Lexington,KY,3,3,11.0,,,,,,,,,0.0,424.0,0.6675,0.1934,0.0189,0.0071,0.0094,0.0,0.0283,0.0,0.0755,0.9151,,29316.0,0.715,0.0,,0.2632,,0.8339,0.8443,39499.5,438.525424,0.444774917,,,51700,0.722576857
8,246,142,3268,3268,The College of Wooster,Wooster,OH,3,2,32.0,610.0,605.0,605.0,28.0,28.0,26.0,8.0,1231.0,0.0,2070.0,0.7188,0.0792,0.0401,0.0338,0.0145,0.001,0.0,0.0725,0.0401,0.0048,,21455.0,0.1938,0.8709,,,,0.5144,0.008,25500,283.102275,0.9125,0.753638017,,44400,0.660766959
64,74,335,438,438,Los Angeles Mission College,Sylmar,CA,2,1,11.0,,,,,,,,,0.0,7931.0,0.115,0.0316,0.7440000000000001,0.0547,0.0016,0.0009,0.0116,0.0115,0.029,0.7613,7405.0,,0.3372,,0.6953,,0.5213,0.0352,0.3527,PrivacySuppressed,PrivacySuppressed,0.372413793,,0.205398563,28900,0.473242402
14,402,149,3728,3728,Denmark Technical College,Denmark,SC,1,1,41.0,,,,,,,,,0.0,1804.0,0.0222,0.9723,0.0028,0.0006,0.0006,0.0,0.0,0.0,0.0017,0.2206,6634.0,,0.7979999999999999,,0.3652,,0.3784,0.6718,0.4978,6500,72.163325,0.276315789,,0.14306813,16800,0.173349053
156,112,109,7317,7317,National Personal Training Institute of Colorado,Colorado Springs,CO,1,3,11.0,,,,,,,,,0.0,78.0,0.7436,0.0769,0.1026,0.0256,0.0,0.0,0.0513,0.0,0.0,0.0,,15409.0,0.2386,,,,,0.3636,0.6282,6333,70.30928265,,,0.756990654,,
40,101,141,2864,2864,Sanford-Brown Institute-New York,New York,NY,1,3,11.0,,,,,,,,,0.0,1479.0,0.0554,0.3509,0.1109,0.0216,0.0068,0.0176,0.0027,0.0,0.4341,0.0446,,17846.0,0.5435,,0.6734,,,0.5956,0.501,9500,105.469475,0.421609872,,0.626871389,27200,0.493848562
321,359,88,7557,7557,Brighton Institute of Cosmetology,Brighton,MI,1,3,22.0,,,,,,,,,0.0,55.0,0.9818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0182,0.3636,,9358.0,0.125,,0.7143,,0.8333,0.1731,0.2727,PrivacySuppressed,PrivacySuppressed,,,,,
297,50,266,1170,1170,Highland Community College,Freeport,IL,2,1,32.0,,,,,,,,,0.0,1698.0,0.7974,0.1019,0.0271,0.0088,0.0183,0.0,0.0277,0.0,0.0188,0.4052,5535.0,,0.4419,,0.6139,,0.3226,0.1856,0.3678,8991.5,99.82408258,0.543424318,,0.349120259,25900,0.412698418
216,100,470,2589,2589,Arnot Ogden Medical Center,Elmira,NY,1,2,13.0,,,,,,,,,0.0,79.0,0.9494,0.0253,0.0253,0.0,0.0,0.0,0.0,0.0,0.0,0.038,,12580.0,0.4714,,0.8333,,,0.7857,0.3418,PrivacySuppressed,PrivacySuppressed,0.901960784,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
292,403,130,2149,2149,University of St Thomas,Saint Paul,MN,3,2,11.0,580.0,580.0,,26.0,25.0,26.0,,1165.0,0.0,6246.0,0.8231,0.0256,0.0402,0.0357,0.0016,0.0,0.0296,0.0293,0.0149,0.0312,,31482.0,0.2023,0.8755,,,,0.5738,0.0481,26500,294.204325,0.929798724,0.747619533,,54300,0.8063187
236,357,13,662,662,Colorado College,Colorado Springs,CO,3,2,11.0,660.0,665.0,660.0,30.0,31.0,29.0,9.0,1323.0,0.0,2025.0,0.6963,0.0212,0.0884,0.0435,0.0044,0.0,0.0785,0.0612,0.0064,0.0,,28404.0,0.0983,0.9608,,,,0.3333,0.0034,18049.5,200.3864515,0.937269373,0.884835827,,41100,0.528052807
207,41,31,5737,5737,Eastern West Virginia Community and Technical College,Moorefield,WV,2,1,41.0,,,,,,,,,0.0,544.0,0.954,0.0202,0.0055,0.0,0.0,0.0,0.0184,0.0,0.0018,0.4724,3101.0,,0.4927,,0.6543,,0.4651,0.2384,0.4994,7446,82.6658643,0.361111111,,0.205383929,,
212,349,366,3340,3340,Central Oregon Community College,Bend,OR,2,1,13.0,,,,,,,,,0.0,6282.0,0.7585,0.0075,0.0807,0.0091,0.0194,0.0046,0.0218,0.0,0.0984,0.5271,9322.0,,0.5128,,0.5422,,0.4008,0.513,0.4941,19498,216.4677709,0.49067886,,0.228238424,29500,0.497967482
306,235,65,6629,6629,Beckfield College-Tri-County,Springdale,OH,2,3,21.0,,,,,,,,,0.0,554.0,0.4765,0.4747,0.0162,0.0054,0.0036,0.0036,0.0108,0.0,0.009000000000000001,0.4765,,22712.0,0.8521,,0.3103,,0.5769,0.7505,0.7292,25237,280.1824359,0.404049296,,PrivacySuppressed,29300,0.517401397
251,380,475,2623,2623,Christ the King Seminary,East Aurora,NY,4,2,41.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,121,83,6680,6680,The Salon Professional Academy-Appleton,Appleton,WI,1,3,22.0,,,,,,,,,0.0,61.0,0.918,0.0164,0.0,0.0,0.0164,0.0,0.0164,0.0,0.0328,0.0,,12243.0,0.2679,,0.8667,,,0.3482,0.1967,12000,133.2246,0.784946237,,0.838969492,,
307,252,240,1416,1416,Des Moines Area Community College,Ankeny,IA,2,1,21.0,,,,,,,,,0.0,14928.0,0.7447,0.0845,0.0563,0.0307,0.0034,0.0008,0.0231,0.0102,0.0462,0.49,11064.0,,0.3752,,0.5282,,0.35200000000000004,0.4182,0.2641,11608,128.8725964,0.533098933,,0.523148105,34500,0.576542616
269,105,168,6606,6606,National American University-Wichita,Wichita,KS,2,3,11.0,,,,,,,,,0.0,375.0,0.4933,0.3333,0.0613,0.008,0.008,0.0053,0.08800000000000001,0.0,0.0027,0.9493,,,0.8225,1.0,,0.1765,,0.8441,0.792,34486,382.8652963,0.483529767,,,37800,0.573895574
201,95,442,259,259,California State University-Fresno,Fresno,CA,3,1,11.0,455.0,470.0,,19.0,18.0,20.0,,920.0,0.0,19911.0,0.2511,0.0404,0.4258,0.1566,0.0038,0.0025,0.0305,0.0344,0.0549,0.1186,7093.0,,0.5407,0.8323,,0.5049,,0.3628,0.1628,16500,183.183825,0.826431181,0.48326252,,43200,0.595287621
161,395,385,1747,1747,Washington Adventist University,Takoma Park,MD,3,2,21.0,,,,,,,,,0.0,951.0,0.0904,0.5941,0.1083,0.0747,0.0126,0.0042,0.0074,0.0242,0.0841,0.1535,,16853.0,0.5393,0.7099,,,,0.7881,0.3225,31250,346.9390625,0.647969052,0.337046667,,46800,0.673684239
43,140,310,3971,3971,Houston Baptist University,Houston,TX,3,2,11.0,525.0,540.0,505.0,24.0,23.0,23.0,7.0,1075.0,0.0,2165.0,0.2776,0.1921,0.2605,0.1275,0.0037,0.0023,0.0739,0.036000000000000004,0.0263,0.0744,,19784.0,0.4868,0.6284,,0.75,,0.5765,0.1041,25000,277.55125,0.68452381,0.440858592,,43600,0.65934068
217,226,285,2476,2476,Lincoln Technical Institute-South Plainfield,South Plainfield,NJ,1,3,21.0,,,,,,,,,0.0,255.0,0.4627,0.1882,0.2196,0.0235,0.0039,0.0,0.0431,0.0,0.0588,0.0,,14387.0,0.6206,,0.7931,,,0.7965,0.1882,12473.5,138.4814207,0.42204644,,0.662596933,42700,0.685950398
190,242,12,4091,4091,Texas Southern University,Houston,TX,3,1,11.0,410.0,425.0,395.0,17.0,16.0,18.0,11.0,832.0,0.0,6288.0,0.018000000000000002,0.8370000000000001,0.0612,0.0274,0.0049,0.0,0.0,0.0514,0.0002,0.1538,18312.0,,0.6721,0.5517,,0.3053,,0.7412,0.2958,33763,374.8385142,0.369544592,0.137943012,,31300,0.451545686
259,384,48,1049,1049,North Georgia Technical College,Clarkesville,GA,1,1,41.0,,,,,,,,,0.0,2300.0,0.8713,0.067,0.0317,0.0074,0.0022,0.0,0.013,0.0022,0.0052,0.5561,2594.0,,0.6999,,0.4971,,0.4634,0.1714,0.3933,5745.5,63.78682828,,,0.447801035,21200,0.353790611
105,163,414,110,110,GateWay Community College,Phoenix,AZ,1,1,11.0,,,,,,,,,0.0,5653.0,0.3807,0.1206,0.3004,0.0343,0.0463,0.0016,0.0103,0.0193,0.0865,0.772,8106.0,,0.3374,,0.5534,,0.402,0.242,0.5832,6946,77.1148393,0.585662759,,0.215044,29800,0.590909064
53,211,444,1161,1161,Gem City College,Quincy,IL,1,3,33.0,,,,,,,,,0.0,44.0,0.9545,0.0455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11226.0,0.7538,,0.7727,,,0.6923,0.5455,PrivacySuppressed,PrivacySuppressed,0.472727273,,0.673057692,14200,0.346153855
1,131,119,4192,4192,Hampton University,Hampton,VA,3,2,12.0,505.0,500.0,,21.0,21.0,21.0,,990.0,0.0,3529.0,0.0315,0.932,0.0113,0.0096,0.0011,0.0,0.0,0.0145,0.0,0.053,,23373.0,0.3912,0.7554,,0.75,,0.2978,0.1072,27474,305.0177217,0.678118393,0.634160079,,42200,0.644176126
49,141,404,2316,2316,Southwest Baptist University,Bolivar,MO,3,2,32.0,475.0,495.0,,23.0,23.0,23.0,,1062.0,0.0,2515.0,0.8231,0.0525,0.0151,0.0083,0.0072,0.0028,0.0119,0.0,0.0791,0.2147,,17344.0,0.4257,0.6358,,0.6585,,0.5813,0.2454,21220,235.585501,0.7864,0.528456794,,32800,0.557759643
80,225,516,210,210,ITT Technical Institute-Rancho Cordova,Rancho Cordova,CA,2,3,13.0,,,,,,,,,0.0,510.0,0.5098,0.1059,0.1039,0.0588,0.0157,0.0078,0.049,0.0,0.149,0.2412,,23022.0,0.662,,,,,0.7816,0.7235,25833.5,286.8048087,0.394119686,0.369858904,,38400,0.591855824
205,322,483,4436,4436,Northeast Wisconsin Technical College,Green Bay,WI,1,1,12.0,,,,,,,,,0.0,6675.0,0.868,0.0198,0.0415,0.0294,0.0237,0.0009,0.0166,0.0,0.0001,0.5416,9669.0,,0.355,,0.5313,,0.5012,0.3807,0.4485,12387,137.5210934,0.688064818,,0.517715152,35300,0.635699391
34,382,58,1539,1539,Northwest Kansas Technical College,Goodland,KS,1,1,33.0,,,,,,,,,0.0,391.0,0.509,0.1202,0.2916,0.0102,0.0077,0.0026,0.0281,0.0128,0.0179,0.0179,9420.0,,0.3725,,0.662,,0.5,0.4902,0.2173,9500,105.469475,0.75708502,,0.772041337,37700,0.609375
263,161,428,7058,7058,Globe University-La Crosse,Onalaska,WI,2,3,13.0,,,,,,,,,0.0,237.0,0.8523,0.0084,0.0127,0.0295,0.0042,0.0042,0.0084,0.0,0.0802,0.1814,,24901.0,0.6889,0.6667,,1.0,,0.8254,0.6367,27000,299.75535,0.481506389,,,31100,0.526717544
91,10,222,4483,4483,Institute of Beauty Careers,Arecibo,PR,1,3,13.0,,,,,,,,,0.0,156.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7238.0,0.8582,,0.7788,,,0.0,0.2821,,,,,0.731244127,13400,0.112980768
52,310,409,2276,2276,Westwood College-O'Hare Airport,Chicago,IL,3,3,11.0,,,,,,,,,0.0,298.0,0.3658,0.1477,0.1309,0.0336,0.0067,0.0034,0.0772,0.0,0.2349,0.2282,,24827.0,0.7715,0.2941,,,,0.7358,0.6544,31126,345.5624083,0.342411038,0.378487006,,32400,0.493514925
264,43,329,6872,6872,Beauty Schools of America-Homestead,Homestead,FL,1,3,21.0,,,,,,,,,0.0,655.0,0.0748,0.2305,0.6168,0.0015,0.0,0.0382,0.0275,0.0,0.0107,0.0,,18912.0,0.6832,,0.8523,,,0.3935,0.6504,9500,105.469475,0.33682266,,0.7174,14300,0.201604813
241,8,338,4870,4870,CRU Institute,Garden Grove,CA,1,3,21.0,,,,,,,,,0.0,55.0,0.3091,0.2182,0.3818,0.0,0.0,0.0,0.0909,0.0,0.0,0.4364,,10814.0,0.7015,,0.5882,,0.6667,0.7164,0.0909,12032.5,133.5854166,PrivacySuppressed,,0.823535294,13400,0.220338985
13,281,327,6255,6255,Regency Beauty Institute-Aurora,Aurora,IL,1,3,21.0,,,,,,,,,0.0,129.0,0.2481,0.1318,0.124,0.0155,0.0,0.0078,0.0698,0.0,0.4031,0.3178,,20569.0,0.6859999999999999,,0.4444,,0.7273,0.8261,0.2016,14144,157.0273952,0.47496977,,0.470022,19600,0.333333343
88,291,391,1744,1744,Cecil College,North East,MD,2,1,41.0,,,,,,,,,0.0,2426.0,0.7861,0.094,0.0404,0.0111,0.0058,0.0004,0.026,0.0016,0.0346,0.5771,7464.0,,0.3124,,0.5313,,0.4549,0.1333,0.3368,10500,116.571525,0.610223642,,0.139380738,31400,0.52369076
273,80,7,3882,3882,Tennessee College of Applied Technology-Knoxville,Knoxville,TN,1,1,12.0,,,,,,,,,0.0,760.0,0.7408,0.1724,0.0237,0.0118,0.0026,0.0026,0.0395,0.0,0.0066,0.2947,5330.0,,0.3257,,0.7767,,0.7917,0.0,0.5632,,,,,0.835822111,22200,0.362831861
166,304,156,2464,2464,Anthem Institute-Parsippany,Parsippany,NJ,1,3,21.0,,,,,,,,,0.0,148.0,0.4662,0.1284,0.2905,0.027000000000000003,0.0,0.0,0.0338,0.0,0.0541,0.0,,24709.0,0.564,,0.8169,,,0.8081,0.5135,9363,103.9484942,0.604024298,,0.735735135,49200,0.542303145
330,188,223,808,808,Wesley Theological Seminary,Washington,DC,4,2,11.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,PrivacySuppressed
134,125,199,293,293,CET-Watsonville,Watsonville,CA,1,2,13.0,,,,,,,,,0.0,88.0,0.0568,0.0,0.9432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11479.0,0.386,,0.6905,,,0.0791,0.2727,5450,60.5061725,0.340693196,,0.827353237,21600,0.354960531
323,372,50,5354,5354,Eastern Suffolk BOCES-Practical Nursing Program,Patchogue,NY,1,1,21.0,,,,,,,,,0.0,339.0,0.4808,0.1711,0.1445,0.0265,0.0029,0.0,0.115,0.0,0.059,0.2566,14270.0,,0.4989,,0.8696,,0.7647,0.7383,0.5103,9500,105.469475,0.77510917,,0.787389053,43000,0.80392158
243,300,504,3169,3169,University of Mount Union,Alliance,OH,3,2,31.0,490.0,560.0,,23.0,22.0,22.0,,1050.0,0.0,2056.0,0.8123,0.0618,0.0214,0.0049,0.0029,0.0,0.037000000000000005,0.0355,0.0243,0.0054,,24821.0,0.3177,0.7372,,,,0.8161,0.0172,27000,299.75535,0.867584746,0.637908625,,40800,0.66085577
54,152,111,181,181,Academy of Salon and Spa,Fort Smith,AR,1,3,13.0,,,,,,,,,0.0,75.0,0.7867,0.0133,0.08,0.04,0.08,0.0,0.0,0.0,0.0,0.0,,15696.0,0.6746,,0.7813,,,0.619,0.3467,9500,105.469475,0.42519685,,0.606706667,PrivacySuppressed,PrivacySuppressed
50,155,380,6011,6011,Strayer University-Nashville Campus,Nashville,TN,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39499.5,438.525424,0.444774917,,,51700,0.722576857
174,232,383,2260,2260,A T Still University of Health Sciences,Kirksville,MO,4,2,33.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,PrivacySuppressed,,,199600,0.980769217
189,85,157,5823,5823,ITT Technical Institute-Levittown,Levittown,PA,2,3,21.0,,,,,,,,,0.0,380.0,0.4526,0.3,0.1421,0.0263,0.0026,0.0,0.0316,0.0,0.0447,0.1816,,21078.0,0.7648,,0.6667,,0.0,0.8475,0.5842,25833.5,286.8048087,0.394119686,,0.417277241,38400,0.591855824
