,INSTNM,CITY,STABBR,PREDDEG,CONTROL,LOCALE,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,NPT4_PUB,NPT4_PRIV,PCTPELL,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25abv,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP,C200_L4_POOLED_SUPP,md_earn_wne_p10,gt_25k_p6,NET_COST,Binary_25k
3838,Maryville College,Maryville,TN,3,2,21.0,500.0,500.0,,24.0,24.0,22.0,,1068.0,0.0,1139.0,0.8156,0.07200000000000001,0.0325,0.0114,0.0061,0.0018,0.0211,0.0369,0.0026,0.0061,,14809.0,0.4254,0.722,,,,0.7045,0.0462,27000.0,299.75535,0.874031008,0.547982114,,36500.0,0.583756328,14809.0,0.0
4474,Strayer University-Tennessee,Memphis,TN,3,3,11.0,,,,,,,,,0.0,1194.0,0.2387,0.6675,0.0184,0.0034,0.0059,0.0,0.0184,0.0034,0.0444,0.9481,,29716.0,0.7389,0.0,,0.2692,,0.8809,0.8386,39499.5,438.52542400000004,0.44477491700000005,,,51700.0,0.722576857,29716.0,1.0
2611,Southern Worcester County Regional Voc School District,Charlton,MA,1,1,41.0,,,,,,,,,0.0,28.0,0.8929,0.1071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21622.0,,0.4545,,0.8148,,,0.7576,0.7143,9500.0,105.469475,,,,,,21622.0,
4737,Southwest Institute of Healing Arts,Tempe,AZ,1,3,12.0,,,,,,,,,0.0,1062.0,0.742,0.0621,0.1158,0.0169,0.0151,0.0047,0.0047,0.0,0.0386,0.0,,32286.0,0.2616,,0.8653,,,0.6434,0.8493,7917.0,87.89492985,0.7284768209999999,,0.695335047,,0.436090231,32286.0,0.0
5567,Northwestern Connecticut Community College,Winsted,CT,2,1,31.0,,,,,,,,,0.0,1233.0,0.8354,0.0195,0.0892,0.0122,0.0,0.0016,0.0162,0.0008,0.0251,0.6294,4866.0,,0.3647,,0.5535,,0.5195,0.0176,0.4325,,,0.87804878,,0.165069139,27000.0,0.481171548,4866.0,0.0
685,Globe University-Madison East,Madison,WI,2,3,12.0,,,,,,,,,0.0,261.0,0.7969,0.0766,0.0421,0.0115,0.0115,0.0,0.0038,0.0,0.0575,0.2529,,25088.0,0.6894,0.5,,0.0,,0.8157,0.609,27000.0,299.75535,0.481506389,,,31100.0,0.526717544,25088.0,0.0
4481,Western Washington University,Bellingham,WA,3,1,13.0,555.0,550.0,,25.0,25.0,24.0,,1114.0,0.0,13925.0,0.7534,0.0156,0.068,0.0641,0.0043,0.0014,0.0759,0.0099,0.0074,0.0725,16325.0,,0.255,0.8282,,0.4643,,0.4661,0.0737,19500.0,216.489975,0.903966597,0.6823780070000001,,43200.0,0.64320308,16325.0,1.0
905,Ohio Dominican University,Columbus,OH,3,2,11.0,490.0,530.0,475.0,22.0,22.0,23.0,,1028.0,0.0,1483.0,0.6258,0.263,0.031,0.0115,0.004,0.0013,0.0378,0.0074,0.0182,0.091,,20828.0,0.34700000000000003,0.6617,,0.2,,0.5994,0.2673,29754.5,330.33594669999997,0.76482903,0.41072053700000005,,39500.0,0.680555582,20828.0,1.0
5462,Rowan-Cabarrus Community College,Salisbury,NC,2,1,22.0,,,,,,,,,0.0,5842.0,0.6229,0.2574,0.0626,0.0098,0.0046,0.0003,0.0228,0.0,0.0195,0.5892,5150.0,,0.7929999999999999,,0.5085,,0.2215,0.1597,0.4702,9500.0,105.469475,,,0.458900685,24000.0,0.343419075,5150.0,0.0
1562,Arizona Academy of Beauty-East,Tucson,AZ,1,3,11.0,,,,,,,,,0.0,47.0,0.383,0.0213,0.4894,0.0213,0.0213,0.0,0.0638,0.0,0.0,0.0,,12938.0,0.575,,1.0,,,0.475,0.4894,5975.0,66.33474875,0.278481013,,0.585395122,17600.0,0.188679248,12938.0,0.0
763,Ocean Corporation,Houston,TX,1,3,11.0,,,,,,,,,0.0,360.0,0.4861,0.2556,0.175,0.0222,0.0,0.0028,0.0583,0.0,0.0,0.0,,23447.0,0.6498,,,,,0.763,0.5694,9500.0,105.469475,0.585434174,,0.754895027,46900.0,0.737527132,23447.0,1.0
1847,College of Alameda,Alameda,CA,2,1,21.0,,,,,,,,,0.0,5147.0,0.1463,0.2174,0.2024,0.2856,0.0023,0.0056,0.0527,0.0301,0.0575,0.8665,3873.0,,0.2203,,0.6216,,0.3597,0.0111,0.394,,,0.510204082,,0.22673421100000002,34300.0,0.452418089,3873.0,0.0
5003,Blessing Hospital School of Radiologic Technology,Quincy,IL,1,2,33.0,,,,,,,,,0.0,20.0,0.9,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,,,0.5455,,,,,0.6818,0.4,15995.0,177.57728980000002,0.890243902,,,49800.0,0.933333337,,1.0
6140,Gonzaga University,Spokane,WA,3,2,12.0,590.0,600.0,,27.0,,,,1204.0,0.0,4830.0,0.7375,0.0101,0.0861,0.0387,0.0056,0.0046,0.0578,0.0271,0.0325,0.0104,,28155.0,0.1879,0.9425,,1.0,,0.5318,0.0298,27000.0,299.75535,0.948494983,0.817404627,,52800.0,0.760649085,28155.0,1.0
5263,Windham Memorial Hospital-Radiologic Technology Program,Willimantic,CT,1,2,31.0,,,,,,,,,0.0,17.0,0.9412,0.0,0.0,0.0588,0.0,0.0,0.0,0.0,0.0,0.0,,,0.2,,,,,0.5,0.5294,,,,,,,,,
836,ATS Institute of Technology,Highland Heights,OH,1,3,21.0,,,,,,,,,0.0,504.0,0.1012,0.8095,0.0833,0.006,0.0,0.0,0.0,0.0,0.0,0.2302,,36461.0,0.8885,,0.8057,,0.7097,0.8996,0.8313,19000.0,210.93895,0.511166253,,0.78423361,32800.0,0.655688643,36461.0,1.0
4453,Spartanburg Methodist College,Spartanburg,SC,2,2,22.0,435.0,435.0,415.0,18.0,17.0,18.0,7.0,859.0,0.0,813.0,0.6408,0.2854,0.0492,0.0025,0.0037,0.0,0.0098,0.0086,0.0,0.0185,,10916.0,0.5154,,0.5284,,0.0,0.6979,0.0134,11298.5,125.4365119,0.7402826859999999,,0.39517096799999996,28700.0,0.460446239,10916.0,0.0
5351,Stevens-Henager College of Business-Provo,Orem,UT,2,2,13.0,,,,,,,,,0.0,351.0,0.8205,0.0171,0.0969,0.0085,0.0199,0.0313,0.0028,0.0,0.0028,0.0,,21551.0,0.7979,0.381,,,,0.7979,0.6752,26336.5,292.3891398,0.314078675,0.350420275,,31700.0,0.478683621,21551.0,0.0
1332,Ideal Beauty Academy,Jeffersonville,IN,1,3,21.0,,,,,,,,,0.0,33.0,0.6970000000000001,0.1818,0.0606,0.0303,0.0,0.0,0.0303,0.0,0.0,0.303,,12000.0,0.5088,,0.5556,,1.0,0.4035,0.5455,6557.0,72.79614185,0.333333333,,0.35087368399999996,,,12000.0,
4747,Southwestern Adventist University,Keene,TX,3,2,31.0,485.0,475.0,,20.0,23.0,20.0,,949.0,0.0,715.0,0.2364,0.1552,0.4308,0.0476,0.0028,0.0084,0.0434,0.0699,0.0056,0.1231,,18102.0,0.4579,0.7155,,,,0.6212,0.22,27000.0,299.75535,0.7315914490000001,0.32942,,37900.0,0.615384638,18102.0,1.0
1231,Monroe Community College,Rochester,NY,2,1,21.0,,,,,,,,,0.0,15054.0,0.6241,0.2003,0.0871,0.0361,0.0028,0.0011,0.0395,0.0079,0.0012,0.3189,7075.0,,0.4929,,0.5881,,0.3718,0.3962,0.3544,12000.0,133.2246,0.548748804,,0.291286294,31200.0,0.490680724,7075.0,0.0
1020,Minnesota State College-Southeast Technical,Winona,MN,1,1,32.0,,,,,,,,,0.0,1875.0,0.8715,0.0443,0.0277,0.0181,0.0037,0.0005,0.0293,0.0037,0.0011,0.4075,15426.0,,0.5041,,0.563,,0.4021,0.6154,0.4264,13500.0,149.877675,0.671810089,,0.355262607,32800.0,0.601286173,15426.0,1.0
5853,Northwest College of Art & Design,Poulsbo,WA,3,3,41.0,,,,,,,,,0.0,94.0,0.5957,0.0213,0.117,0.0213,0.0532,0.0106,0.0745,0.0,0.1064,0.0532,,25277.0,0.4118,0.6429,,,,0.8,0.1383,,,0.7536231879999999,0.5540270270000001,,,,25277.0,
1785,Branford Hall Career Institute-Windsor Campus,Windsor,CT,1,3,21.0,,,,,,,,,0.0,449.0,0.314,0.3675,0.2227,0.0089,0.0,0.0,0.0111,0.0,0.0757,0.2739,,27851.0,0.7038,,0.7209,,0.4444,0.6881,0.5702,9800.0,108.80009,0.49694568299999997,,0.556892944,29700.0,0.477781385,27851.0,0.0
796,University of Science and Arts of Oklahoma,Chickasha,OK,3,1,32.0,510.0,480.0,,21.0,22.0,20.0,,990.0,0.0,864.0,0.6852,0.037000000000000005,0.0602,0.0058,0.1146,0.0,0.0313,0.0648,0.0012,0.0683,7956.0,,0.464,0.6909,,0.2143,,0.4761,0.2004,19591.5,217.5058126,0.743529412,0.39411822700000004,,30700.0,0.552083313,7956.0,0.0
1420,Paul Mitchell the School-Reno,Reno,NV,1,3,12.0,,,,,,,,,0.0,211.0,0.7583,0.0047,0.1137,0.0,0.0142,0.0,0.0995,0.0,0.0095,0.2701,,15720.0,0.4087,,0.8889,,0.6667,0.5139,0.2986,12000.0,133.2246,,,,,,15720.0,
2627,The University of the Arts,Philadelphia,PA,3,2,11.0,515.0,495.0,,22.0,,,,1010.0,0.0,1865.0,0.6166,0.1276,0.0858,0.0327,0.0048,0.0054,0.0424,0.0493,0.0354,0.0118,,32749.0,0.3185,0.8162,,0.6667,,0.6763,0.054000000000000006,27000.0,299.75535,0.846750727,0.606695238,,31100.0,0.423952103,32749.0,0.0
4131,Oregon State University-Cascades Campus,Bend,OR,3,1,13.0,,,,,,,,,0.0,765.0,0.8,0.0078,0.0588,0.0092,0.0248,0.0026,0.0471,0.0026,0.0471,0.7516,,,0.5296,,,,,0.5812,0.6228,23166.0,257.1900903,0.8877141820000001,,,46400.0,0.675921142,,1.0
5551,Argosy University-Seattle,Seattle,WA,3,3,11.0,,,,,,,,,0.0,153.0,0.5948,0.1961,0.0784,0.0327,0.0327,0.0196,0.0,0.0,0.0458,0.7255,,21662.0,0.5631,0.0,,0.1111,,0.6214,0.7190000000000001,14323.0,159.0146622,0.37039324700000004,,,38200.0,0.698424041,21662.0,1.0
2289,Blackburn College,Carlinville,IL,3,2,32.0,545.0,560.0,,22.0,23.0,20.0,,1034.0,0.0,539.0,0.8683,0.0909,0.0148,0.0,0.0074,0.0019,0.0148,0.0,0.0019,0.0315,,13536.0,0.5273,0.7333,,0.3333,,0.838,0.0534,24567.5,272.7496134,0.814249364,0.448835511,,38000.0,0.533333361,13536.0,0.0
3023,Anamarc College-Santa Teresa,Santa Teresa,NM,2,3,41.0,,,,,,,,,0.0,96.0,0.0104,0.0313,0.8438,0.0,0.0,0.0,0.0,0.0,0.1146,0.0,,14503.0,0.8428,0.5854,,,,0.9182,0.875,8861.0,98.37526505,0.382267442,,,,0.280898869,14503.0,0.0
754,Finger Lakes School of Massage,Ithaca,NY,1,3,23.0,,,,,,,,,0.0,113.0,0.9381,0.0265,0.0177,0.0177,0.0,0.0,0.0,0.0,0.0,0.5044,,21776.0,0.5393,,0.9167,,0.9375,0.7528,0.6195,9500.0,105.469475,0.709677419,,0.9879530120000001,,,21776.0,
4912,Metro Beauty Academy,Allentown,PA,1,3,21.0,,,,,,,,,0.0,206.0,0.6990000000000001,0.0534,0.2039,0.0049,0.0,0.0049,0.0291,0.0049,0.0,0.2379,,17739.0,0.3179,,0.8769,,0.9,0.659,0.3592,8027.0,89.11615535,0.637795276,,0.774893194,,,17739.0,
231,Wake Technical Community College,Raleigh,NC,2,1,21.0,,,,,,,,,0.0,18020.0,0.5212,0.2281,0.0792,0.028,0.0053,0.0014,0.0272,0.07,0.0395,0.6729999999999999,8991.0,,0.3609,,0.6973,,0.4535,0.2968,0.4661,13721.5,152.3367791,0.6393099839999999,,0.18719954,31300.0,0.496465474,8991.0,0.0
6178,Keene State College,Keene,NH,3,1,32.0,485.0,490.0,490.0,,,,,975.0,0.0,4643.0,0.8199,0.0073,0.0274,0.0103,0.0015,0.0,0.0168,0.0,0.1167,0.0263,20768.0,,0.2387,0.764,,0.0,,0.7316,0.0586,26000.0,288.6533,0.917740337,0.627776212,,39900.0,0.651967406,20768.0,1.0
457,Empire Beauty School-Owings Mills,Owings Mills,MD,1,3,21.0,,,,,,,,,0.0,122.0,0.041,0.8607,0.0164,0.0082,0.0,0.0,0.0,0.0,0.0738,0.2213,,14446.0,0.7604,,0.5577,,0.625,0.6959,0.4836,9046.5,100.4346953,0.386120996,,0.521747826,20400.0,0.301837265,14446.0,0.0
5447,Pat Goins Monroe Beauty School,Monroe,LA,1,3,13.0,,,,,,,,,0.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9331.0,1.0,,0.0,,,0.0,0.4286,,,,,0.5156046879999999,,,9331.0,
5178,St Louis College of Health Careers-Fenton,Fenton,MO,1,3,21.0,,,,,,,,,0.0,301.0,0.7342,0.18600000000000005,0.01,0.0033,0.0033,0.0,0.0066,0.0,0.0565,0.1827,,,0.7190000000000001,,0.8421,,,0.5065,0.5349,9500.0,105.469475,0.296568627,,0.86935,21900.0,0.324902713,,0.0
4879,Artistic Nails and Beauty Academy-Lakeland,Lakeland,FL,1,3,13.0,,,,,,,,,0.0,220.0,0.3864,0.4273,0.1864,0.0,0.0,0.0,0.0,0.0,0.0,0.6591,,11483.0,0.6312,,0.8941,,0.8085,0.5099,0.5909,9500.0,105.469475,0.278089888,,,,0.265625,11483.0,0.0
73,Lakeview College of Nursing,Danville,IL,3,2,13.0,,,,,,,,,0.0,284.0,0.7887,0.08800000000000001,0.0317,0.0563,0.0,0.0106,0.0141,0.0,0.0106,0.1056,,,0.3127,,,,,0.6372,0.4082,18750.0,208.1634375,0.9611111109999999,,,,0.862595439,,1.0
5771,Refrigeration School Inc,Phoenix,AZ,1,3,11.0,,,,,,,,,0.0,621.0,0.4267,0.0741,0.2512,0.0097,0.0596,0.0048,0.0451,0.0016,0.1272,0.0,,20099.0,0.6453,,0.6938,,,0.6808,0.752,12708.0,141.0848514,0.613585746,,0.683288571,37700.0,0.673040152,20099.0,1.0
3556,Humphreys College-Stockton and Modesto Campuses,Stockton,CA,3,2,11.0,,,,,,,,,0.0,757.0,0.2602,0.1427,0.4491,0.07400000000000001,0.0066,0.0053,0.0,0.0,0.0621,0.469,,14877.0,0.755,0.6923,,0.7273,,0.922,0.6394,29168.0,323.82459439999997,0.494525547,0.8805791040000001,,31300.0,0.521235526,14877.0,0.0
5918,Fisher College,Boston,MA,2,2,11.0,415.0,410.0,,,,,,825.0,0.0,1733.0,0.322,0.101,0.0819,0.0138,0.0023,0.0017,0.0115,0.0629,0.4028,0.3226,,30797.0,0.5754,0.5597,,,,0.6564,0.4865,19545.0,216.9895673,0.677304965,0.39578648200000005,,28200.0,0.558943093,30797.0,0.0
4545,West Coast University-Dallas,Dallas,TX,0,3,11.0,,,,,,,,,0.0,320.0,0.3969,0.275,0.1125,0.1844,0.0188,0.0,0.0125,0.0,0.0,0.0813,,38054.0,0.5417,0.0,,,,0.8512,0.5906,33832.0,375.6045556,0.927737226,,,,,38054.0,
4705,Citizens School of Nursing,New Kensington,PA,1,2,21.0,,,,,,,,,0.0,181.0,0.9061,0.0663,0.0166,0.011,0.0,0.0,0.0,0.0,0.0,0.0,,,0.4792,,,,,0.9063,0.4751,15625.0,173.4695313,0.872611465,,,39800.0,0.920000017,,1.0
849,Paul Mitchell the School-Costa Mesa,Costa Mesa,CA,1,3,12.0,,,,,,,,,0.0,188.0,0.5479,0.0319,0.2872,0.0426,0.0,0.0213,0.0532,0.0,0.016,0.25,,17717.0,0.3561,,0.7692,,0.95,0.4542,0.3085,11000.0,122.12255,0.658592849,,0.7663814809999999,16900.0,0.369017631,17717.0,0.0
2236,Barton College,Wilson,NC,3,2,31.0,455.0,475.0,435.0,20.0,19.0,21.0,,939.0,0.0,1043.0,0.5877,0.2464,0.0403,0.0077,0.0058,0.0029,0.0288,0.023,0.0575,0.1381,,21148.0,0.4955,0.6866,,,,0.7809999999999999,0.2271,27500.0,305.306375,0.80332829,0.48168990799999994,,36500.0,0.646315813,21148.0,1.0
5149,Eastern Oklahoma State College,Wilburton,OK,2,1,33.0,,,,,,,,,0.0,1477.0,0.5972,0.0616,0.0345,0.0014,0.258,0.0034,0.0264,0.002,0.0156,0.3324,6640.0,,0.189,,0.4507,,0.3418,0.2868,0.3444,12250.0,136.0001125,0.531879195,,0.213871239,29800.0,0.472400516,6640.0,0.0
1234,Fortis Institute-Mulberry,Mulberry,FL,1,3,21.0,,,,,,,,,0.0,109.0,0.6055,0.2477,0.1101,0.0092,0.0092,0.0,0.0,0.0,0.0183,0.0,,28056.0,0.8221,,0.6923,,,0.7117,0.5046,9906.5,109.98245829999999,0.501754386,,0.562855738,23600.0,0.363157898,28056.0,0.0
873,Academy of Art University,San Francisco,CA,3,3,11.0,,,,,,,,,0.0,10300.0,0.2625,0.0667,0.1042,0.0781,0.005,0.004,0.0256,0.2197,0.2342,0.4475,,30100.0,0.4242,0.71,,0.4131,,0.5957,0.4043,34000.0,377.4697,0.552890423,0.31727816600000003,,36100.0,0.517689884,30100.0,0.0
5776,University of North Carolina School of the Arts,Winston-Salem,NC,3,1,12.0,565.0,550.0,555.0,23.0,24.0,23.0,,1105.0,0.0,792.0,0.7374,0.07200000000000001,0.0922,0.0139,0.0051,0.0013,0.0379,0.0139,0.0265,0.0139,11759.0,,0.3132,0.848,,,,0.5711,0.0514,26187.5,290.73493439999993,0.8241758240000001,0.616244324,,30500.0,0.474789917,11759.0,0.0
5169,SUNY Westchester Community College,Valhalla,NY,2,1,21.0,,,,,,,,,0.0,12234.0,0.3335,0.2312,0.3158,0.0378,0.0068,0.0023,0.0169,0.0128,0.0427,0.3923,5797.0,,0.3503,,0.6365,,0.5186,0.1115,0.2982,8786.0,97.5426113,0.658724058,,0.14995856400000002,38300.0,0.558624566,5797.0,0.0
2741,Mai-trix Beauty College,Houston,TX,1,3,11.0,,,,,,,,,0.0,53.0,0.1698,0.0943,0.3585,0.3208,0.0,0.0,0.0,0.0566,0.0,0.3774,,11714.0,0.6364,,0.3243,,0.8,0.1136,0.6226,,,,,0.6093875,,,11714.0,
5465,Kankakee Community College,Kankakee,IL,2,1,13.0,,,,,,,,,0.0,3115.0,0.7136,0.1596,0.0925,0.0087,0.0055,0.0016,0.0045,0.001,0.0132,0.5175,5473.0,,0.473,,0.6929,,0.3579,0.231,0.4531,9565.5,106.1966593,0.7234636870000001,,0.238350388,27900.0,0.452690154,5473.0,0.0
5433,Empire Beauty School-Thornton,Thornton,CO,1,3,21.0,,,,,,,,,0.0,161.0,0.4534,0.0062,0.4596,0.0186,0.0,0.0,0.0186,0.0,0.0435,0.2484,,12892.0,0.7198,,0.8,,0.8421,0.6853,0.3416,8275.0,91.86946375,0.669099757,,0.46488270299999995,19900.0,0.365217388,12892.0,0.0
2149,Tacoma Community College,Tacoma,WA,2,1,12.0,,,,,,,,,0.0,5262.0,0.5002,0.091,0.0821,0.0665,0.0086,0.0078,0.0893,0.0414,0.1131,0.3592,5896.0,,0.3708,,0.6234,,0.5149,0.2472,0.4428,15455.0,171.58218280000003,0.586538462,,0.25217306,34500.0,0.55276382,5896.0,0.0
4541,Columbia College,Columbia,SC,3,2,12.0,520.0,505.0,,22.0,22.0,21.0,,1027.0,0.0,995.0,0.5035,0.3779,0.0593,0.0111,0.004,0.002,0.0281,0.006999999999999999,0.006999999999999999,0.2754,,16360.0,0.5924,0.6417,,1.0,,0.7994,0.3584,29527.0,327.81023039999997,0.7274096390000001,0.44128996200000004,,31800.0,0.50420171,16360.0,0.0
2660,Pacific College of Oriental Medicine-New York,New York,NY,2,3,11.0,,,,,,,,,0.0,139.0,0.2806,0.2014,0.2518,0.036000000000000004,0.0,0.0,0.0432,0.0288,0.1583,0.6906,,30420.0,0.4351,,,,,0.6107,0.7379,17250.0,191.5103625,0.5625,,,23000.0,,30420.0,
512,Kay Harvey Academy of Hair Design,West Springfield,MA,1,3,21.0,,,,,,,,,0.0,46.0,0.3696,0.1739,0.4348,0.0217,0.0,0.0,0.0,0.0,0.0,0.6522,,12034.0,0.9512,,0.7692,,0.6667,0.8902,0.5652,5900.0,65.502095,0.541176471,,0.828885561,18600.0,0.27868852,12034.0,0.0
2382,The School of Hairstyling,Chubbuck,ID,1,3,23.0,,,,,,,,,0.0,36.0,0.6944,0.0,0.1389,0.0,0.0278,0.0,0.1111,0.0,0.0278,0.0,,12259.0,0.6962,,0.75,,,0.7342,0.3333,18000.0,199.8369,0.39506172799999995,,0.727286777,,0.118644066,12259.0,0.0
3362,Guy's Shreveport Academy of Cosmetology Inc,Shreveport,LA,1,3,12.0,,,,,,,,,0.0,62.0,0.5,0.4355,0.0323,0.0161,0.0,0.0,0.0,0.0,0.0161,0.0,,12291.0,0.8553,,0.875,,,0.8816,0.4677,9500.0,105.469475,0.564935065,,0.68574,15400.0,0.220338985,12291.0,0.0
1714,The Salon Professional Academy-Tacoma,Tacoma,WA,1,3,12.0,,,,,,,,,0.0,152.0,0.7895,0.0395,0.0329,0.0197,0.0329,0.0,0.0789,0.0,0.0066,0.0592,,13322.0,0.5208,,0.8235,,1.0,0.5792,0.2829,12000.0,133.2246,,,0.814145133,,,13322.0,
4905,The Art Institute of California-Argosy University Sacramento,Sacramento,CA,3,3,11.0,,,,,,,,,0.0,1185.0,0.2692,0.0498,0.2565,0.0414,0.0051,0.0068,0.0321,0.0008,0.3384,0.4717,,26485.0,0.7144,0.4455,,0.3093,,0.8381,0.3848,14323.0,159.0146622,0.37039324700000004,,,38200.0,0.698424041,26485.0,1.0
4757,CC's Cosmetology College,Sapulpa,OK,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.101694915,,,15100.0,0.159763306,,0.0
5574,Potomac State College of West Virginia University,Keyser,WV,2,1,32.0,,,,,,,,,0.0,1378.0,0.7496,0.1865,0.0269,0.0036,0.0145,0.0022,0.0073,0.0036,0.0058,0.0646,7006.0,,0.5351,0.4521,,0.375,,0.5441,0.1398,23808.0,264.31760640000005,0.795781517,0.201407036,,43900.0,0.655098379,7006.0,1.0
3237,Everest College-Fort Worth South,Ft Worth,TX,1,3,11.0,,,,,,,,,0.0,535.0,0.1981,0.329,0.4112,0.0093,0.0093,0.0,0.0374,0.0,0.0056,0.1196,,20791.0,0.7612,,0.7206,,0.8,0.6291,0.4654,9500.0,105.469475,0.334682861,,,24700.0,0.428930819,20791.0,0.0
2925,The Art Institute of California-Argosy University Inland Empire,San Bernardino,CA,2,3,12.0,,,,,,,,,0.0,2307.0,0.2072,0.1162,0.508,0.0325,0.0069,0.0173,0.0,0.0,0.1118,0.3836,,26228.0,0.7395,0.7296,,0.4471,,0.8765,0.2956,14323.0,159.0146622,0.37039324700000004,0.33590468799999995,,38200.0,0.698424041,26228.0,1.0
3865,Missouri College of Cosmetology North,Springfield,MO,1,3,12.0,,,,,,,,,0.0,88.0,0.9432,0.0114,0.0114,0.0,0.0,0.0,0.0,0.0,0.0341,0.0,,8640.0,0.6203,,0.7632,,,1.0,0.4091,6249.0,69.37671045,0.552238806,,0.678699197,,0.131578952,8640.0,0.0
4942,WestMed College,San Jose,CA,1,2,11.0,,,,,,,,,0.0,356.0,0.4551,0.0337,0.1798,0.2303,0.0028,0.0,0.0506,0.0225,0.0253,0.0,,28269.0,0.4479,,0.9012,,,0.5662,0.5899,15847.0,175.93418640000002,,,,,,28269.0,
4477,Academy of Interactive Entertainment,Seattle,WA,1,2,11.0,,,,,,,,,0.0,43.0,0.5814,0.0233,0.0465,0.093,0.0,0.0465,0.1163,0.0,0.093,0.0,,,0.0,,0.7143,,,0.0,0.2326,,,,,,,,,
44,Moody Bible Institute-Spokane,Spokane,WA,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3831,Computer Career Center-Las Cruces,Las Cruces,NM,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13723.0,152.3534322,0.327033219,,,21200.0,0.299748123,,0.0
2635,University of Maryland-Baltimore,Baltimore,MD,3,1,11.0,,,,,,,,,0.0,738.0,0.5447,0.1436,0.0556,0.1504,0.0014,0.0014,0.0366,0.0352,0.0312,0.2561,,,0.2005,,,,,0.5014,0.5710000000000001,14500.0,160.979725,0.9559585490000001,,,80400.0,0.944099367,,1.0
5879,Aiken School of Cosmetology,Aiken,SC,1,3,21.0,,,,,,,,,0.0,33.0,0.6061,0.3636,0.0303,0.0,0.0,0.0,0.0,0.0,0.0,0.1515,,14336.0,0.4894,,0.9545,,1.0,0.7872,0.5758,,,,,1.0,,,14336.0,
2426,University of Iowa,Iowa City,IA,3,1,13.0,580.0,650.0,,27.0,27.0,27.0,,1208.0,0.0,21314.0,0.7159,0.0276,0.059,0.0303,0.0019,0.0009,0.0241,0.1,0.0403,0.0944,14379.0,,0.1906,0.8584,,0.8079,,0.4722,0.0855,22500.0,249.796125,0.913084703,0.697150335,,48700.0,0.765965581,14379.0,1.0
5576,Angelo State University,San Angelo,TX,3,1,13.0,470.0,490.0,,21.0,20.0,21.0,,965.0,0.0,5430.0,0.5451,0.0818,0.305,0.0101,0.0048,0.0007,0.0227,0.0287,0.0011,0.1348,12716.0,,0.4264,0.5457,,0.2,,0.5526,0.1407,21594.0,239.73766769999997,0.725099602,0.305068022,,38000.0,0.618476331,12716.0,1.0
6164,Waldorf College,Forest City,IA,3,3,33.0,463.0,465.0,,21.0,20.0,20.0,,980.0,0.0,1090.0,0.7147,0.1541,0.0706,0.0156,0.0064,0.0046,0.0064,0.0138,0.0138,0.155,,19306.0,0.4982,0.487,,1.0,,0.7025,0.5035,22201.0,246.47661209999998,0.7620320859999999,0.42944615399999997,,36400.0,0.59793812,19306.0,0.0
68,St James Mercy Hospital School of Radiologic Science,Hornell,NY,1,2,33.0,,,,,,,,,0.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9033.0,0.5806,,1.0,,,0.8065,0.3714,,,,,,,,9033.0,
6148,Erikson Institute,Chicago,IL,4,2,11.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5161,Paul Mitchell the School-Las Vegas,Las Vegas,NV,1,3,11.0,,,,,,,,,0.0,255.0,0.5529,0.051,0.2235,0.0431,0.0118,0.0039,0.0353,0.0,0.0784,0.2863,,13906.0,0.3298,,0.8919,,0.8,0.5798,0.2902,12000.0,133.2246,,,0.845424545,,,13906.0,
2652,University of Phoenix-Central Florida Campus,Orlando,FL,3,3,21.0,,,,,,,,,0.0,715.0,0.221,0.228,0.1776,0.006999999999999999,0.0056,0.0014,0.0196,0.021,0.3189,0.0,,18776.0,0.6519,0.5,,,,0.6528,0.8854,35500.0,394.122775,0.40653404299999996,0.206626568,,53400.0,0.705231071,18776.0,1.0
3989,Arthur's Beauty School Inc-Conway,Conway,AR,1,3,13.0,,,,,,,,,0.0,67.0,0.7612,0.209,0.0149,0.0149,0.0,0.0,0.0,0.0,0.0,0.0,,9047.0,0.6907,,0.7143,,,0.7216,0.2836,9900.0,109.91029499999999,0.456410256,,0.525771134,15400.0,0.181818187,9047.0,0.0
