,INSTNM,CITY,STABBR,PREDDEG,CONTROL,LOCALE,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,NPT4_PUB,NPT4_PRIV,PCTPELL,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25abv,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP,C200_L4_POOLED_SUPP,md_earn_wne_p10,gt_25k_p6,NET_COST,Binary_25k
6128,Regency Beauty Institute-Arlington,Arlington,TX,1,3,11.0,,,,,,,,,0.0,96.0,0.1667,0.3646,0.0938,0.0104,0.0,0.0,0.0833,0.0,0.2813,0.2917,,19603.0,0.7657,,0.5833,,0.7273,0.8229,0.4063,14144.0,157.02739519999997,0.47496977,,0.474375,19600.0,0.333333343,19603.0,0.0
4427,Mansfield Beauty Schools-Quincy,Quincy,MA,1,3,21.0,,,,,,,,,0.0,60.0,0.8833,0.05,0.05,0.0167,0.0,0.0,0.0,0.0,0.0,0.35,,13585.0,0.42,,0.875,,1.0,0.41,0.5667,5580.0,61.949439,0.6707317070000001,,0.88335,23300.0,0.280701756,13585.0,0.0
4272,North Florida Community College,Madison,FL,2,1,41.0,,,,,,,,,0.0,898.0,0.6592,0.2628,0.0557,0.0056,0.0067,0.0011,0.0011,0.0056,0.0022,0.4978,3372.0,,0.5626,,0.6667,,0.4561,0.0,0.2994,,,,,0.48685855299999997,27300.0,0.449591279,3372.0,0.0
1747,Ohio Wesleyan University,Delaware,OH,3,2,21.0,555.0,565.0,550.0,25.0,25.0,24.0,8.0,1123.0,0.0,1817.0,0.7226,0.0611,0.0457,0.0264,0.0017,0.0,0.0413,0.0748,0.0264,0.005,,25157.0,0.2177,0.8007,,,,0.5926,0.0098,27000.0,299.75535,0.931092437,0.656713521,,41000.0,0.583148539,25157.0,0.0
2297,United States University,Chula Vista,CA,3,3,21.0,,,,,,,,,0.0,81.0,0.0247,0.037000000000000005,0.3457,0.0123,0.0,0.0247,0.0247,0.0247,0.5062,0.3457,,16704.0,0.3503,,,,,0.4772,0.9326,22396.0,248.64151180000002,0.735294118,,,,,16704.0,
4064,ECPI University-Greenville,Greenville,SC,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000.0,222.041,0.5285024939999999,,,,,,
5216,Chattanooga College Medical Dental and Technical Careers,Chattanooga,TN,2,3,12.0,,,,,,,,,0.0,220.0,0.65,0.3136,0.0318,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,,19709.0,0.8974,,0.6964,,,0.9091,0.6029,20110.0,223.2622255,0.260521042,,0.7021127659999999,25100.0,0.318681329,19709.0,0.0
2553,Hair Professionals Career College,Palos Hills,IL,1,3,21.0,,,,,,,,,0.0,87.0,0.5172,0.2184,0.1839,0.0,0.0,0.0,0.023,0.0,0.0575,0.5862,,21084.0,0.3626,,0.4,,0.75,0.386,0.4713,9500.0,105.469475,0.579617834,,0.583325,17300.0,0.3125,21084.0,0.0
87,New York Film Academy,Universal City,CA,1,3,21.0,,,,,,,,,0.0,1344.0,0.3222,0.0536,0.0945,0.1399,0.0119,0.0015,0.0,0.0,0.3765,0.0,,47639.0,0.054000000000000006,0.86,,,,0.0772,0.1376,9500.0,105.469475,,0.8022,,,,47639.0,
4764,Global Institute,Caguas,PR,1,3,13.0,,,,,,,,,0.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3888.0,0.8889,,0.8,,,0.0,0.25,,,,,,,,3888.0,
2034,Victory University,Memphis,TN,3,3,11.0,,,,,,,,,0.0,2456.0,0.4039,0.5329999999999999,0.0509,0.0,0.0,0.0,0.0024,0.0,0.0098,0.4218,,19900.0,0.5951,0.6,,0.6667,,0.6499,0.6189,40625.0,451.0207813,0.523529412,0.098034118,,39000.0,0.559748411,19900.0,0.0
3177,Pima Medical Institute-Colorado Springs,Colorado Springs,CO,1,3,11.0,,,,,,,,,0.0,543.0,0.5820000000000001,0.0902,0.1952,0.0258,0.011,0.0018,0.0589,0.0,0.035,0.0,,18091.0,0.5179,,0.6667,,,0.5939,0.5229,9498.0,105.4472709,0.6147098520000001,,0.542138104,27600.0,0.512696266,18091.0,0.0
4472,American Academy of Acupuncture and Oriental Medicine,Roseville,MN,4,3,21.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3980,Case Western Reserve University,Cleveland,OH,3,2,11.0,660.0,715.0,665.0,31.0,31.0,31.0,9.0,1377.0,0.0,4551.0,0.5364,0.047,0.051,0.1868,0.0013,0.0002,0.0363,0.0824,0.0587,0.011,,25341.0,0.2004,0.9424,,1.0,,0.4815,0.0191,25000.0,277.55125,0.9592013890000001,0.791792222,,67000.0,0.852124155,25341.0,1.0
2424,Illinois Center for Broadcasting??Chicago Campus,Chicago,IL,1,3,11.0,,,,,,,,,0.0,220.0,0.2227,0.5636,0.1864,0.0045,0.0,0.0,0.0182,0.0,0.0045,0.0,,15404.0,0.6891,,0.8298,,,0.9244,0.5364,9500.0,105.469475,0.676954733,,,29400.0,0.520618558,15404.0,0.0
3064,Brandeis University,Waltham,MA,3,2,13.0,655.0,695.0,670.0,30.0,31.0,31.0,9.0,1347.0,0.0,3603.0,0.501,0.0516,0.0655,0.1243,0.0006,0.0,0.028,0.1482,0.0808,0.0017,,29578.0,0.1781,0.9303,,,,0.5092,0.0077,27000.0,299.75535,0.928251121,0.8976209559999999,,58800.0,0.696312368,29578.0,1.0
5151,Dixie State University,Saint George,UT,2,1,13.0,,,,,,,,,0.0,7305.0,0.7975,0.0225,0.0834,0.0064,0.0136,0.0153,0.024,0.0225,0.0149,0.3081,15399.0,,0.4799,0.5976,,0.3084,,0.3717,0.2968,21250.0,235.9185625,0.6375,0.350422551,,34600.0,0.480671048,15399.0,0.0
4422,Keiser University-Sarasota,Sarasota,FL,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27500.0,305.306375,0.46801673899999996,,,29600.0,0.549784839,,0.0
3130,Midwestern Baptist Theological Seminary,Kansas City,MO,1,2,11.0,540.0,455.0,,22.0,22.0,21.0,,1021.0,0.0,255.0,0.7882,0.0941,0.0431,0.0392,0.0078,0.0,0.0,0.0078,0.0196,0.4,,17454.0,0.4779,0.64,,0.1667,,0.4378,0.5594,,,0.783333333,0.268253659,,,,17454.0,
2585,Central Baptist College,Conway,AR,3,2,13.0,510.0,570.0,525.0,21.0,21.0,20.0,,974.0,0.0,769.0,0.7035,0.2211,0.0221,0.0013,0.0091,0.0013,0.0143,0.0273,0.0,0.1573,,11539.0,0.4531,0.6731,,0.0,,0.5745,0.4172,20501.0,227.60312709999997,0.764492754,0.346175,,35700.0,0.591954052,11539.0,0.0
1989,Cleveland Community College,Shelby,NC,2,1,31.0,,,,,,,,,0.0,3123.0,0.7045,0.2229,0.0282,0.0048,0.0042,0.001,0.0122,0.0083,0.0141,0.6314,393.0,,0.5071,,0.4906,,0.3835,0.0,0.4082,,,,,0.383344762,23100.0,0.333333343,393.0,0.0
4482,Camden County College,Blackwood,NJ,2,1,21.0,,,,,,,,,0.0,12096.0,0.5035,0.2283,0.1455,0.0492,0.0138,0.003,0.0048,0.02,0.032,0.4249,8746.0,,0.4009,,0.6036,,0.4394,0.1556,0.3823,9500.0,105.469475,0.615659635,,0.199357046,31900.0,0.481636584,8746.0,0.0
6099,Center for Natural Wellness School of Massage Therapy,Albany,NY,1,3,21.0,,,,,,,,,0.0,66.0,0.8788,0.0909,0.0152,0.0,0.0,0.0,0.0,0.0,0.0152,0.0,,21060.0,0.3308,,0.7143,,,0.5513,0.6515,9500.0,105.469475,0.835,,0.8000138459999999,,,21060.0,
852,Minneapolis Media Institute,Edina,MN,2,3,21.0,,,,,,,,,0.0,147.0,0.5442,0.1633,0.0544,0.0408,0.0068,0.0068,0.068,0.0,0.1156,0.2993,,25511.0,0.4076,,0.7895,,0.3333,0.4713,0.2653,16000.0,177.6328,0.617834395,,,32200.0,0.449579835,25511.0,0.0
4763,Mid-EastCTC-Adult Education,Zanesville,OH,1,1,41.0,,,,,,,,,0.0,385.0,0.8961,0.0727,0.0026,0.0,0.0,0.0,0.0286,0.0,0.0,0.2987,8492.0,,0.2826,,0.8529,,0.9459,0.3186,0.4961,6861.0,76.17116505,0.589519651,,0.806778019,29100.0,0.516279042,8492.0,0.0
6109,Everest Institute-Southfield,Southfield,MI,1,3,13.0,,,,,,,,,0.0,1003.0,0.1276,0.7976,0.016,0.011,0.002,0.001,0.0289,0.0,0.016,0.0,,23179.0,0.8088,,0.7407,,,0.6611,0.6181,9500.0,105.469475,0.246345531,,0.660836835,21200.0,0.30776757,23179.0,0.0
1900,Regency Beauty Institute-Clearwater,Clearwater,FL,1,3,12.0,,,,,,,,,0.0,12.0,0.3333,0.1667,0.0,0.0833,0.0,0.0,0.0833,0.0,0.3333,0.0,,20700.0,0.8824,,0.8571,,,0.9706,0.5833,14144.0,157.02739519999997,0.47496977,,,,,20700.0,
784,Vatterott College-Berkeley,Berkeley,MO,1,3,21.0,,,,,,,,,0.0,1344.0,0.0417,0.9375,0.003,0.0007,0.0052,0.0,0.0045,0.0,0.0074,0.0,,16897.0,0.3836,0.5405,,,,0.2725,0.6213,23116.0,256.6349878,0.275681482,0.49996162200000005,,28700.0,0.4401384,16897.0,0.0
5182,Providence Christian College,Pasadena,CA,3,2,12.0,,,,,,,,,0.0,66.0,0.7879,0.0303,0.0455,0.0606,0.0,0.0,0.0303,0.0455,0.0,0.0,,17364.0,0.4219,0.6364,,,,0.5625,0.0909,,,,0.628574286,,,,17364.0,
1415,Sotheby's Institute of Art-NY,New York,NY,4,3,11.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,Academy of Hair Design-Jackson,Jackson,MS,1,3,12.0,,,,,,,,,0.0,121.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3636,,6964.0,0.5642,,0.8333,,0.5,0.0,0.5041,,,0.36065573799999995,,1.0,16100.0,0.190476194,6964.0,0.0
4951,Gemini School of Visual Arts & Communication,Cedar Park,TX,1,3,21.0,,,,,,,,,0.0,10.0,0.7,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,,32858.0,0.0,,1.0,,,0.25,0.6,,,,,,,,32858.0,
3566,Cadillac Institute of Cosmetology,Cadillac,MI,1,3,33.0,,,,,,,,,0.0,39.0,0.9487,0.0,0.0,0.0,0.0256,0.0,0.0256,0.0,0.0,0.5128,,6796.0,0.6111,,,,,0.0,0.359,,,,,,,,6796.0,
861,Euphoria Institute of Beauty Arts & Sciences-Summerlin,Las Vegas,NV,1,3,11.0,,,,,,,,,0.0,142.0,0.3592,0.1831,0.2042,0.0634,0.0,0.0141,0.1338,0.0,0.0423,0.3732,,14323.0,0.6414,,0.75,,0.7778,0.7862,0.4155,9504.0,105.5138832,0.390612133,,0.541634211,27500.0,0.41397205,14323.0,0.0
4089,Adler Graduate School,Richfield,MN,4,2,21.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5210,Omnitech Institute,Tucker,GA,1,3,21.0,,,,,,,,,0.0,92.0,0.0326,0.8696,0.0,0.0217,0.0,0.0109,0.0652,0.0,0.0,0.0,,19246.0,0.9754,,0.7826,,,0.9789,0.5978,9500.0,105.469475,0.09777777800000001,,0.7161320309999999,,0.360759497,19246.0,0.0
5364,Carolina Christian College,Winston Salem,NC,3,2,12.0,,,,,,,,,0.0,36.0,0.0556,0.8889,0.0278,0.0278,0.0,0.0,0.0,0.0,0.0,0.0,,5718.0,0.4569,1.0,,,,1.0,0.9444,,,,,,,,5718.0,
2708,Miami University-Hamilton,Hamilton,OH,3,1,21.0,,,,,,,,,0.0,3421.0,0.8053,0.0982,0.031,0.0161,0.002,0.0003,0.0178,0.005,0.0243,0.2724,13869.0,,0.4741,0.648,,0.375,,0.5892,0.2803,25000.0,277.55125,0.746271103,0.262163773,,45800.0,0.690591395,13869.0,1.0
4033,Hult International Business School,Cambridge,MA,4,2,12.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,Lindsey Wilson College,Columbia,KY,3,2,33.0,,,,,,,,,0.0,2127.0,0.7099,0.0912,0.0094,0.0052,0.0028,0.0009,0.016,0.0019,0.1627,0.0202,,15572.0,0.6382,0.5736,,0.0,,0.8083,0.2114,19169.0,212.81519649999998,0.626373626,0.311134783,,28000.0,0.42957747,15572.0,0.0
721,Spertus College,Chicago,IL,4,2,11.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,ECPI University-Concord,Charlotte,NC,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000.0,222.041,0.5285024939999999,,,,,,
1637,Salon Academy,Coldwater,MI,1,3,32.0,,,,,,,,,0.0,48.0,0.9583,0.0,0.0417,0.0,0.0,0.0,0.0,0.0,0.0,0.0417,,8145.0,0.9322,,0.6154,,0.6667,0.9153,0.5208,,,0.5555555560000001,,0.469141975,,,8145.0,
812,Heald College-Stockton,Stockton,CA,2,3,11.0,,,,,,,,,0.0,1409.0,0.1767,0.1327,0.3676,0.0809,0.0078,0.0206,0.0376,0.0,0.17600000000000002,0.2832,,16303.0,0.8564,,0.6355,,0.6275,0.828,0.4386,11250.0,124.8980625,0.46230805,,0.43918546,31200.0,0.411657572,16303.0,0.0
1623,Oxford Academy of Hair Design,Seymour,CT,1,3,21.0,,,,,,,,,0.0,107.0,0.8131,0.028,0.1028,0.0,0.0,0.0,0.0,0.0,0.0561,0.4766,,11366.0,0.4072,,0.9091,,0.9091,0.4731,0.3178,12995.0,144.27113980000001,,,0.9249775,,,11366.0,
2260,Minnesota School of Business-Plymouth,Plymouth,MN,2,3,13.0,,,,,,,,,0.0,184.0,0.7663,0.0489,0.0326,0.0272,0.0109,0.0,0.0272,0.0,0.087,0.4239,,23788.0,0.5222,0.0,,1.0,,0.7481,0.6263,31061.5,344.84632610000006,0.621832669,0.49154067799999995,,35700.0,0.565576613,23788.0,0.0
2503,Paul Mitchell the School-Provo,Provo,UT,1,3,12.0,,,,,,,,,0.0,132.0,0.8258,0.0076,0.053,0.0152,0.0,0.0,0.0985,0.0,0.0,0.197,,16054.0,0.2783,,0.7429,,0.6667,0.3679,0.1061,11000.0,122.12255,0.658592849,,0.686657143,16900.0,0.369017631,16054.0,0.0
298,Avance Beauty College,San Diego,CA,1,3,11.0,,,,,,,,,0.0,54.0,0.0185,0.037000000000000005,0.9259,0.0185,0.0,0.0,0.0,0.0,0.0,0.0,,17474.0,0.8866,,0.9091,,,0.8454,0.4259,7851.0,87.16219455,0.696969697,,0.70687931,,,17474.0,
5988,Oklahoma Panhandle State University,Goodwell,OK,3,1,42.0,,,,19.0,18.0,19.0,,890.0,0.0,1238.0,0.6365,0.1002,0.1575,0.0081,0.038,0.0,0.0202,0.0121,0.0275,0.1648,11034.0,,0.4554,0.6286,,1.0,,0.5161,0.2335,18154.0,201.5466157,0.6637931029999999,0.21511472899999998,,34400.0,0.582781434,11034.0,0.0
408,Paul Mitchell the School-Pasadena,Alhambra,CA,1,3,21.0,,,,,,,,,0.0,174.0,0.1782,0.0747,0.6092,0.0862,0.0,0.0057,0.0172,0.0,0.0287,0.3103,,15051.0,0.441,,0.8125,,0.7143,0.5556,0.3506,14556.0,161.6014398,0.615384615,,0.5468625,,,15051.0,
1452,Aviation Institute of Maintenance-Dallas,Irving,TX,1,3,12.0,,,,,,,,,0.0,341.0,0.349,0.3226,0.2082,0.0469,0.0117,0.0,0.0088,0.0029,0.0499,0.0821,,26408.0,0.4241,,0.5522,,0.5,0.5915,0.6276,26250.0,291.4288125,0.35478547899999996,,0.5172641379999999,,0.669291317,26408.0,1.0
2556,City Vision College,Kansas City,MO,3,2,11.0,,,,,,,,,1.0,74.0,0.5676,0.2973,0.0676,0.0135,0.0135,0.0,0.0135,0.0,0.027000000000000003,0.3784,,,0.2857,0.0,,0.0,,0.2381,0.8462,,,,,,,,,
3312,Metropolitan College of New York,New York,NY,3,2,11.0,,,,,,,,,0.0,911.0,0.0494,0.5906,0.1965,0.0198,0.0099,0.0055,0.0187,0.0296,0.0801,0.0659,,18604.0,0.7736,0.5224,,0.0,,0.8165,0.742,34375.0,381.6329688,0.348554033,0.229868966,,37300.0,0.591346145,18604.0,0.0
4471,Hawaii Medical College,Honolulu,HI,1,3,11.0,,,,,,,,,0.0,22.0,0.0,0.0,0.0455,0.3182,0.0,0.3182,0.2727,0.0,0.0455,0.0,,14391.0,0.8043,,0.9219,,,0.3342,0.4906,9500.0,105.469475,,,0.7067,,,14391.0,
1807,Louisiana State University and Agricultural & Mechanical College,Baton Rouge,LA,3,1,41.0,560.0,575.0,,26.0,26.0,25.0,,1162.0,0.0,23990.0,0.7559999999999999,0.1112,0.0506,0.0343,0.0032,0.001,0.0234,0.017,0.0034,0.0535,11610.0,,0.1978,0.8249,,0.5,,0.3532,0.0534,19500.0,216.489975,0.88805668,0.67926053,,45900.0,0.712941706,11610.0,1.0
2752,Regency Beauty Institute-Nashville,Antioch,TN,1,3,11.0,,,,,,,,,0.0,28.0,0.0357,0.4286,0.0,0.1071,0.0357,0.0,0.1071,0.0,0.2857,0.0,,20810.0,0.8906,,0.3636,,,0.8594,0.3929,14144.0,157.02739519999997,0.47496977,,0.33606475399999997,19600.0,0.333333343,20810.0,0.0
5921,Fortis College-Centerville,Centerville,OH,2,3,21.0,,,,,,,,,0.0,2802.0,0.2502,0.0817,0.0032,0.0025,0.0014,0.0,0.0021,0.0011,0.6577,0.0,,20185.0,0.782,1.0,,,,0.8170000000000001,0.7266,24250.0,269.2247125,0.365742499,0.7104,,25200.0,0.578255653,20185.0,0.0
3155,Dorsey Business Schools-Roseville,Roseville,MI,1,3,21.0,,,,,,,,,0.0,515.0,0.233,0.6854,0.0097,0.0078,0.0058,0.0,0.0544,0.0,0.0039,0.0,,22832.0,0.8154,,0.3226,,,0.5794,0.5049,11250.0,124.8980625,0.37950332299999995,,0.500018919,22800.0,0.312757194,22832.0,0.0
250,Radford University,Radford,VA,3,1,13.0,495.0,495.0,480.0,20.0,,,,980.0,0.0,8866.0,0.7786,0.0969,0.0459,0.0144,0.003,0.0025,0.0412,0.0053,0.0122,0.0386,15651.0,,0.2846,0.7807,,1.0,,0.5865,0.0588,21500.0,238.694075,0.9134358290000001,0.593005042,,42100.0,0.692276418,15651.0,1.0
1821,Rice University,Houston,TX,3,2,11.0,715.0,745.0,720.0,33.0,33.0,33.0,9.0,1454.0,0.0,3920.0,0.3944,0.0643,0.1505,0.2138,0.0015,0.0,0.0469,0.1145,0.014,0.0135,,16730.0,0.1723,0.9817,,,,0.1798,0.0048,8413.0,93.40154665,0.964114833,0.9175684540000001,,59900.0,0.752577305,16730.0,1.0
2534,Rush University,Chicago,IL,3,2,11.0,,,,,,,,,0.0,121.0,0.4628,0.157,0.157,0.2066,0.0,0.0,0.0,0.0,0.0165,0.3471,,,0.3241,,,,,0.7037,0.7419,21825.0,242.30224130000002,0.9890109890000001,,,74300.0,0.94615382,,1.0
1942,Virginia College-Montgomery,Montgomery,AL,1,3,12.0,,,,,,,,,0.0,656.0,0.25,0.7058,0.0091,0.0061,0.003,0.0015,0.0091,0.0,0.0152,0.3018,,11879.0,0.9048,,0.6214,,0.2955,0.7619,0.5671,19000.0,210.93895,0.256332599,,0.720937209,26400.0,0.389043003,11879.0,0.0
4443,Columbia-Greene Community College,Hudson,NY,2,1,41.0,,,,,,,,,0.0,1549.0,0.7921,0.0826,0.0755,0.0181,0.0019,0.0013,0.0252,0.0013,0.0019,0.3783,5227.0,,0.4087,,0.6207,,0.3934,0.2455,0.2653,10000.0,111.0205,0.65658363,,0.331650563,31700.0,0.516245484,5227.0,0.0
2121,Saint Norbert College,De Pere,WI,3,2,22.0,,,,25.0,24.0,25.0,8.0,1125.0,0.0,2128.0,0.9046,0.0056,0.0301,0.0103,0.0066,0.0005,0.0164,0.0258,0.0,0.0113,,21857.0,0.2104,0.8065,,,,0.6743,0.019,,,0.954022989,0.743817292,,45300.0,0.716442943,21857.0,1.0
3249,La James International College-Ft Dodge,Fort Dodge,IA,1,3,33.0,,,,,,,,,0.0,84.0,0.8333,0.0833,0.0714,0.0119,0.0,0.0,0.0,0.0,0.0,0.0,,14782.0,0.6866,,0.8333,,,0.7612,0.2619,13477.5,149.6278789,0.5555555560000001,,0.6856375,19100.0,0.30107528,14782.0,0.0
5485,University of Phoenix-Southern California Campus,Costa Mesa,CA,3,3,12.0,,,,,,,,,0.0,8302.0,0.1356,0.1143,0.2815,0.0328,0.0022,0.0118,0.0222,0.0185,0.3811,0.0,,20109.0,0.5458,0.6805,,,,0.5867,0.8148,35500.0,394.122775,0.40653404299999996,0.159209737,,53400.0,0.705231071,20109.0,1.0
2391,Westmont College,Santa Barbara,CA,3,2,22.0,585.0,600.0,585.0,27.0,27.0,27.0,,1193.0,0.0,1295.0,0.6664,0.01,0.129,0.0633,0.0023,0.0039,0.0695,0.0162,0.0394,0.0023,,30074.0,0.2092,0.8462,,,,0.5517,0.0092,23250.0,258.1226625,0.9317647059999999,0.773086835,,48300.0,0.618181825,30074.0,1.0
5670,Regency Beauty Institute-Carrollwood,Tampa,FL,1,3,21.0,,,,,,,,,0.0,17.0,0.1765,0.0588,0.1765,0.0,0.0,0.0588,0.2353,0.0,0.2941,0.0,,21275.0,0.7609,,0.6154,,,0.8043,0.2941,14144.0,157.02739519999997,0.47496977,,,,,21275.0,
1272,Paul Mitchell The School-Charleston,North Charleston,SC,1,3,13.0,,,,,,,,,0.0,196.0,0.7653,0.1327,0.0306,0.0204,0.0102,0.0,0.0408,0.0,0.0,0.25,,14161.0,0.3913,,0.8065,,0.75,0.5797,0.3776,10500.0,116.571525,0.5,,,,,14161.0,
5927,Bold Beauty Academy,Billings,MT,1,3,12.0,,,,,,,,,0.0,165.0,0.8303,0.0364,0.0485,0.0,0.0485,0.0,0.0,0.0,0.0364,0.0,,5599.0,0.4348,,0.8446,,,0.4746,0.3879,9951.0,110.47649960000001,0.70754717,,0.8613648000000002,,0.226415098,5599.0,0.0
6191,Massachusetts College of Liberal Arts,North Adams,MA,3,1,31.0,530.0,500.0,,23.0,,,,1032.0,0.0,1483.0,0.7626,0.0971,0.0654,0.0142,0.0013,0.0007,0.0243,0.0,0.0344,0.0931,14837.0,,0.4513,0.7857,,0.4,,0.8456,0.1443,25000.0,277.55125,0.851239669,0.519751027,,36400.0,0.557281554,14837.0,0.0
2243,East Valley Institute of Technology,Mesa,AZ,1,1,11.0,,,,,,,,,0.0,343.0,0.5773,0.07,0.3061,0.0233,0.0087,0.0146,0.0,0.0,0.0,0.5335,7817.0,,0.1802,,0.6923,,0.5633,0.0,0.3382,,,,,0.798762805,,,7817.0,
893,SUNY College at Plattsburgh,Plattsburgh,NY,3,1,32.0,505.0,520.0,,22.0,22.0,22.0,,1026.0,0.0,5494.0,0.7084,0.0617,0.0863,0.0206,0.0033,0.0005,0.0177,0.0575,0.044,0.0635,14906.0,,0.3528,0.8376,,0.3333,,0.6593,0.1153,22475.5,249.5241248,0.864393017,0.604256765,,40600.0,0.617538273,14906.0,1.0
1648,Union County Vocational Technical School,Scotch Plains,NJ,1,1,21.0,,,,,,,,,0.0,137.0,0.3358,0.3504,0.292,0.0073,0.0,0.0,0.0146,0.0,0.0,0.0,5807.0,,0.3551,,0.9718,,,0.1304,0.2628,,,0.727272727,,1.0,,0.506024122,5807.0,0.0
2177,Coahoma Community College,Clarksdale,MS,2,1,41.0,,,,,,,,,0.0,1959.0,0.0444,0.9188,0.0036,0.0026,0.0,0.0,0.0,0.0,0.0306,0.0536,919.0,,0.9193,,0.4979,,0.359,0.0,0.302,,,,,0.314530243,20700.0,0.259541988,919.0,0.0
2684,Emmanuel Christian Seminary,Johnson City,TN,4,2,22.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,Eastern Center for Arts and Technology,Willow Grove,PA,1,1,21.0,,,,,,,,,0.0,142.0,0.5915,0.3521,0.0141,0.0423,0.0,0.0,0.0,0.0,0.0,0.5563,15799.0,,0.6414,,0.5,,,0.9495,0.7535,10050.0,111.57560249999999,0.8,,0.8055611109999999,46700.0,0.785714269,15799.0,1.0
257,Paris Beauty College,Concord,CA,1,3,21.0,,,,,,,,,0.0,99.0,0.4141,0.0909,0.303,0.1313,0.0,0.0101,0.0,0.0,0.0505,0.7172,,9908.0,0.2268,,0.8333,,0.878,0.0,0.596,,,,,0.875028571,18400.0,0.321428567,9908.0,0.0
3317,M State - Detroit Lakes Campus,Detroit Lakes,MN,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13000.0,144.32665,0.689905047,,,32900.0,0.596379459,,0.0
3700,Memphis Institute of Barbering,Memphis,TN,1,3,11.0,,,,,,,,,0.0,120.0,0.0083,0.9917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7607.0,1.0,,0.3627,,,1.0,0.4167,11481.0,127.4626361,0.052287582,,0.78985,,,7607.0,
4273,LaGrange College,Lagrange,GA,3,2,32.0,505.0,495.0,,21.0,21.0,21.0,,995.0,0.0,854.0,0.6956,0.2295,0.0246,0.0094,0.006999999999999999,0.0,0.0246,0.0059,0.0035,0.0796,,17828.0,0.452,0.6111,,,,0.7986,0.1519,27000.0,299.75535,0.77480916,0.404097143,,38100.0,0.584527194,17828.0,0.0
6218,Columbia College,Centreville,VA,1,3,21.0,,,,,,,,,0.0,147.0,0.0408,0.0272,0.2585,0.4014,0.0,0.0,0.0,0.2721,0.0,0.1361,,3459.0,0.7611,,0.7865,,0.8,0.031,0.9116,4367.0,48.48265235,,,,,,3459.0,
1015,Louisiana College,Pineville,LA,3,2,23.0,435.0,465.0,430.0,21.0,21.0,20.0,,968.0,0.0,1081.0,0.691,0.2276,0.0194,0.0093,0.0046,0.0009,0.0056,0.0287,0.013,0.0675,,11611.0,0.454,0.5308,,0.0,,0.589,0.1487,22707.0,252.0942494,0.778864971,0.405864902,,39600.0,0.675409853,11611.0,1.0
1078,La James International College-Davenport,Davenport,IA,1,3,12.0,,,,,,,,,0.0,47.0,0.8298,0.1064,0.0426,0.0,0.0,0.0,0.0213,0.0,0.0,0.0,,15814.0,0.5342,,0.6667,,,0.7808,0.3617,14000.0,155.4287,0.574074074,,0.6276,,0.258064508,15814.0,0.0
2244,Northwest University,Kirkland,WA,3,2,21.0,540.0,520.0,525.0,24.0,24.0,22.0,9.0,1079.0,0.0,1354.0,0.7312,0.0325,0.079,0.0539,0.0118,0.0103,0.0244,0.0199,0.0369,0.1093,,20032.0,0.4199,0.7773,,0.5,,0.6487,0.3067,24000.0,266.4492,0.888529887,0.454558678,,40200.0,0.631465495,20032.0,1.0
2405,Dowling College,Oakdale,NY,3,2,21.0,,,,,,,,,0.0,1708.0,0.4473,0.0937,0.0697,0.006999999999999999,0.0018,0.0035,0.0,0.0463,0.3308,0.1569,,23713.0,0.3024,0.6203,,0.0714,,0.5425,0.1404,25000.0,277.55125,0.742378049,0.349758171,,43000.0,0.608974338,23713.0,1.0
